Age,Gender,Education_Level,Job_Title,Years_of_Experience,Experience_categories,Salary
27,Male,PhD,Data Scientist,2,Intermediate,115000
29,Female,Bachelors,Software Engineer,4,Intermediate,140000
34,Male,Bachelors,Product Manager,9,Mid-Level,185000
25,Female,Masters,Data Analyst,1,Fresher,100000
33,Male,PhD,Data Scientist,8,Mid-Level,190000
31,Female,Bachelors,Software Engineer,6,Mid-Level,155000
28,Male,Masters,Product Manager,3,Intermediate,130000
30,Female,Bachelors,Data Analyst,5,Intermediate,145000
27,Male,PhD,Data Scientist,2,Intermediate,115000
29,Female,Bachelors,Software Engineer,4,Intermediate,140000
34,Male,Bachelors,Product Manager,9,Mid-Level,185000
25,Female,Masters,Data Analyst,1,Fresher,100000
33,Male,PhD,Data Scientist,8,Mid-Level,190000
31,Female,Bachelors,Software Engineer,6,Mid-Level,155000
28,Male,Masters,Product Manager,3,Intermediate,130000
30,Female,Bachelors,Data Analyst,5,Intermediate,145000
27,Male,PhD,Data Scientist,2,Intermediate,115000
29,Female,Bachelors,Software Engineer,4,Intermediate,140000
34,Male,Bachelors,Product Manager,9,Mid-Level,185000
25,Female,Masters,Data Analyst,1,Fresher,100000
33,Male,PhD,Data Scientist,8,Mid-Level,190000
31,Female,Bachelors,Software Engineer,6,Mid-Level,155000
28,Male,Masters,Product Manager,3,Intermediate,130000
30,Female,Bachelors,Data Analyst,5,Intermediate,145000
27,Male,PhD,Data Scientist,2,Intermediate,115000
29,Female,Bachelors,Software Engineer,4,Intermediate,140000
34,Male,Bachelors,Product Manager,9,Mid-Level,185000
25,Female,Masters,Data Analyst,1,Fresher,100000
33,Male,PhD,Data Scientist,8,Mid-Level,190000
31,Female,Bachelors,Software Engineer,6,Mid-Level,155000
28,Male,Masters,Product Manager,3,Intermediate,130000
30,Female,Bachelors,Data Analyst,5,Intermediate,145000
27,Male,PhD,Data Scientist,2,Intermediate,115000
29,Female,Bachelors,Software Engineer,4,Intermediate,140000
34,Male,Bachelors,Product Manager,9,Mid-Level,185000
26,Male,Bachelors,Data Analyst,3,Intermediate,130000
29,Female,Masters,Data Scientist,6,Mid-Level,180000
32,Male,Bachelors,Software Engineer,8,Mid-Level,190000
27,Female,Bachelors,Product Manager,4,Intermediate,150000
24,Male,Bachelors,Data Analyst,1,Fresher,90000
31,Female,Masters,Data Scientist,9,Mid-Level,195000
28,Male,Bachelors,Software Engineer,5,Intermediate,160000
33,Female,Masters,Product Manager,11,Senior,198000
25,Male,Bachelors,Data Analyst,2,Intermediate,110000
30,Female,PhD,Data Scientist,7,Mid-Level,185000
27,Male,Bachelors,Software Engineer,4,Intermediate,140000
34,Female,Masters,Product Manager,12,Senior,196000
23,Male,Bachelors,Data Analyst,1,Fresher,95000
32,Female,PhD,Data Scientist,10,Mid-Level,193000
29,Male,Bachelors,Software Engineer,6,Mid-Level,175000
30,Female,Bachelors,Product Manager,5,Intermediate,160000
26,Male,Bachelors,Data Analyst,3,Intermediate,130000
31,Female,Masters,Data Scientist,6,Mid-Level,180000
28,Male,Bachelors,Software Engineer,5,Intermediate,160000
33,Female,Masters,Product Manager,11,Senior,198000
24,Male,Bachelors,Data Analyst,1,Fresher,90000
30,Female,PhD,Data Scientist,7,Mid-Level,185000
27,Male,Bachelors,Software Engineer,4,Intermediate,140000
34,Female,Masters,Product Manager,12,Senior,196000
25,Male,Bachelors,Data Analyst,2,Intermediate,110000
29,Female,Masters,Data Scientist,6,Mid-Level,180000
32,Male,Bachelors,Software Engineer,8,Mid-Level,190000
27,Female,Bachelors,Product Manager,4,Intermediate,150000
31,Male,Bachelors,Data Analyst,9,Mid-Level,195000
28,Female,Bachelors,Software Engineer,5,Intermediate,160000
33,Male,Masters,Product Manager,11,Senior,198000
26,Female,Bachelors,Data Analyst,3,Intermediate,130000
30,Male,PhD,Data Scientist,7,Mid-Level,185000
27,Female,Bachelors,Software Engineer,4,Intermediate,140000
34,Male,Masters,Product Manager,12,Senior,196000
25,Female,Bachelors,Data Analyst,2,Intermediate,110000
32,Male,Bachelors,Software Engineer,8,Mid-Level,190000
29,Female,Masters,Data Scientist,6,Mid-Level,180000
30,Male,Bachelors,Data Analyst,5,Intermediate,160000
33,Female,Masters,Product Manager,11,Senior,198000
24,Male,Bachelors,Data Analyst,1,Fresher,90000
31,Female,PhD,Data Scientist,9,Mid-Level,195000
28,Male,Bachelors,Software Engineer,5,Intermediate,160000
27,Female,Bachelors,Product Manager,4,Intermediate,150000
26,Male,Bachelors,Data Analyst,3,Intermediate,130000
29,Female,Masters,Data Scientist,6,Mid-Level,180000
32,Male,Bachelors,Software Engineer,8,Mid-Level,190000
33,Female,Masters,Product Manager,11,Senior,198000
25,Male,Bachelors,Data Analyst,2,Intermediate,110000
30,Female,PhD,Data Scientist,7,Mid-Level,185000
27,Male,Bachelors,Software Engineer,4,Intermediate,140000
34,Female,Masters,Product Manager,12,Senior,196000
31,Male,Bachelors,Data Analyst,9,Mid-Level,195000
28,Female,Bachelors,Software Engineer,5,Intermediate,160000
26,Male,Bachelors,Data Analyst,3,Intermediate,130000
29,Female,Masters,Data Scientist,6,Mid-Level,180000
32,Male,Bachelors,Software Engineer,8,Mid-Level,190000
33,Female,Masters,Product Manager,11,Senior,198000
24,Male,Bachelors,Data Analyst,1,Fresher,90000
27,Male,Bachelors,Software Engineer,4,Intermediate,140000
25,Female,Bachelors,Data Analyst,2,Intermediate,110000
30,Female,PhD,Data Scientist,7,Mid-Level,185000
31,Male,Bachelors,Data Analyst,9,Mid-Level,195000
28,Female,Bachelors,Software Engineer,5,Intermediate,160000
26,Male,Bachelors,Data Analyst,3,Intermediate,130000
29,Female,Masters,Data Scientist,6,Mid-Level,180000
32,Male,Bachelors,Software Engineer,8,Mid-Level,190000
33,Female,Masters,Product Manager,11,Senior,198000
24,Male,Bachelors,Data Analyst,1,Fresher,90000
27,Male,Bachelors,Software Engineer,4,Intermediate,140000
25,Female,Bachelors,Data Analyst,2,Intermediate,110000
30,Female,PhD,Data Scientist,7,Mid-Level,185000
31,Male,Bachelors,Data Analyst,9,Mid-Level,195000
28,Female,Bachelors,Software Engineer,5,Intermediate,160000
26,Male,Bachelors,Data Analyst,3,Intermediate,130000
29,Female,Masters,Data Scientist,6,Mid-Level,180000
32,Male,Bachelors,Software Engineer,8,Mid-Level,190000
33,Female,Masters,Product Manager,11,Senior,198000
24,Male,Bachelors,Data Analyst,1,Fresher,90000
27,Male,Bachelors,Software Engineer,4,Intermediate,140000
25,Female,Bachelors,Data Analyst,2,Intermediate,110000
30,Female,PhD,Data Scientist,7,Mid-Level,185000
31,Male,Bachelors,Data Analyst,9,Mid-Level,195000
28,Female,Bachelors,Software Engineer,5,Intermediate,160000
26,Male,Bachelors,Data Analyst,3,Intermediate,130000
29,Female,Masters,Data Scientist,6,Mid-Level,180000
32,Male,Bachelors,Software Engineer,8,Mid-Level,190000
33,Female,Masters,Product Manager,11,Senior,198000
24,Male,Bachelors,Data Analyst,1,Fresher,90000
27,Male,Bachelors,Software Engineer,4,Intermediate,140000
25,Male,Bachelors,Data Analyst,2,Intermediate,125000
28,Female,Masters,Data Scientist,6,Mid-Level,175000
30,Male,Bachelors,Software Engineer,8,Mid-Level,190000
27,Female,Bachelors,Product Manager,4,Intermediate,150000
24,Male,Bachelors,Data Analyst,1,Fresher,95000
31,Male,Masters,Data Scientist,9,Mid-Level,195000
28,Male,Bachelors,Software Engineer,5,Intermediate,160000
33,Female,Masters,Product Manager,11,Senior,198000
26,Male,Bachelors,Data Analyst,3,Intermediate,130000
30,Female,PhD,Data Scientist,7,Mid-Level,185000
27,Male,Bachelors,Software Engineer,4,Intermediate,140000
34,Female,Masters,Product Manager,12,Senior,196000
23,Male,Bachelors,Data Analyst,1,Fresher,90000
32,Female,PhD,Data Scientist,10,Mid-Level,193000
29,Male,Bachelors,Software Engineer,6,Mid-Level,170000
30,Female,Bachelors,Product Manager,5,Intermediate,160000
26,Male,Bachelors,Data Analyst,3,Intermediate,135000
31,Female,Masters,Data Scientist,6,Mid-Level,180000
28,Male,Bachelors,Software Engineer,5,Intermediate,160000
33,Female,Masters,Product Manager,11,Senior,198000
24,Male,Bachelors,Data Analyst,1,Fresher,90000
30,Female,PhD,Data Scientist,7,Mid-Level,185000
27,Male,Bachelors,Software Engineer,4,Intermediate,140000
34,Female,Masters,Product Manager,12,Senior,196000
25,Male,Bachelors,Data Analyst,2,Intermediate,115000
29,Female,Masters,Data Scientist,6,Mid-Level,180000
32,Male,Bachelors,Software Engineer,8,Mid-Level,190000
27,Female,Bachelors,Product Manager,4,Intermediate,150000
31,Male,Bachelors,Data Analyst,9,Mid-Level,195000
28,Female,Bachelors,Software Engineer,5,Intermediate,160000
33,Male,Masters,Product Manager,11,Senior,198000
26,Female,Bachelors,Data Analyst,3,Intermediate,130000
30,Male,PhD,Data Scientist,7,Mid-Level,185000
27,Female,Bachelors,Software Engineer,4,Intermediate,140000
34,Male,Masters,Product Manager,12,Senior,196000
25,Female,Bachelors,Data Analyst,2,Intermediate,110000
32,Male,Bachelors,Software Engineer,8,Mid-Level,190000
29,Female,Masters,Data Scientist,6,Mid-Level,180000
30,Male,Bachelors,Data Analyst,5,Intermediate,160000
33,Female,Masters,Product Manager,11,Senior,198000
24,Male,Bachelors,Data Analyst,1,Fresher,90000
31,Female,PhD,Data Scientist,9,Mid-Level,195000
28,Male,Bachelors,Software Engineer,5,Intermediate,160000
27,Female,Bachelors,Product Manager,4,Intermediate,150000
26,Male,Bachelors,Data Analyst,3,Intermediate,130000
29,Female,Masters,Data Scientist,6,Mid-Level,180000
32,Male,Bachelors,Software Engineer,8,Mid-Level,190000
33,Female,Masters,Product Manager,11,Senior,198000
25,Male,Bachelors,Data Analyst,2,Intermediate,110000
30,Female,PhD,Data Scientist,7,Mid-Level,185000
27,Male,Bachelors,Software Engineer,4,Intermediate,140000
34,Female,Masters,Product Manager,12,Senior,196000
31,Male,Bachelors,Data Analyst,9,Mid-Level,195000
28,Female,Bachelors,Software Engineer,5,Intermediate,160000
26,Male,Bachelors,Data Analyst,3,Intermediate,130000
29,Female,Masters,Data Scientist,6,Mid-Level,180000
32,Male,Bachelors,Software Engineer,8,Mid-Level,190000
33,Female,Masters,Product Manager,11,Senior,198000
24,Male,Bachelors,Data Analyst,1,Fresher,90000
27,Male,Bachelors,Software Engineer,4,Intermediate,140000
25,Female,Bachelors,Data Analyst,2,Intermediate,110000
30,Female,PhD,Data Scientist,7,Mid-Level,185000
31,Male,Bachelors,Data Analyst,9,Mid-Level,195000
28,Female,Bachelors,Software Engineer,5,Intermediate,160000
26,Male,Bachelors,Data Analyst,3,Intermediate,130000
29,Female,Masters,Data Scientist,6,Mid-Level,180000
32,Male,Bachelors,Software Engineer,8,Mid-Level,190000
33,Female,Masters,Product Manager,11,Senior,198000
24,Male,Bachelors,Data Analyst,1,Fresher,90000
27,Male,Bachelors,Software Engineer,4,Intermediate,140000
25,Female,Bachelors,Data Analyst,2,Intermediate,110000
30,Female,PhD,Data Scientist,7,Mid-Level,185000
31,Male,Bachelors,Data Analyst,9,Mid-Level,195000
28,Female,Bachelors,Software Engineer,5,Intermediate,160000
26,Male,Bachelors,Data Analyst,3,Intermediate,130000
29,Female,Masters,Data Scientist,6,Mid-Level,180000
32,Male,Bachelors,Software Engineer,8,Mid-Level,190000
33,Female,Masters,Product Manager,11,Senior,198000
24,Male,Bachelors,Data Analyst,1,Fresher,90000
27,Male,Bachelors,Software Engineer,4,Intermediate,140000
23,Male,Bachelors,Data Analyst,1,Fresher,90000
27,Female,Masters,Data Scientist,4,Intermediate,150000
32,Male,Bachelors,Software Engineer,8,Mid-Level,190000
24,Female,Bachelors,Product Manager,3,Intermediate,125000
25,Male,Bachelors,Data Analyst,2,Intermediate,110000
31,Male,Masters,Data Scientist,7,Mid-Level,180000
28,Male,Bachelors,Software Engineer,5,Intermediate,160000
33,Female,Masters,Product Manager,10,Mid-Level,195000
26,Male,Bachelors,Data Analyst,3,Intermediate,130000
30,Female,PhD,Data Scientist,6,Mid-Level,170000
27,Male,Bachelors,Software Engineer,4,Intermediate,140000
34,Female,Masters,Product Manager,11,Senior,196000
23,Male,Bachelors,Data Analyst,1,Fresher,92000
32,Female,PhD,Data Scientist,9,Mid-Level,195000
29,Male,Bachelors,Software Engineer,6,Mid-Level,170000
30,Female,Bachelors,Product Manager,5,Intermediate,160000
26,Male,Bachelors,Data Analyst,3,Intermediate,135000
31,Female,Masters,Data Scientist,6,Mid-Level,180000
28,Male,Bachelors,Software Engineer,5,Intermediate,165000
33,Female,Masters,Product Manager,11,Senior,198000
24,Male,Bachelors,Data Analyst,1,Fresher,95000
30,Female,PhD,Data Scientist,7,Mid-Level,185000
27,Male,Bachelors,Software Engineer,4,Intermediate,140000
34,Female,Masters,Product Manager,12,Senior,196000
25,Male,Bachelors,Data Analyst,2,Intermediate,115000
29,Female,Masters,Data Scientist,6,Mid-Level,180000
32,Male,Bachelors,Software Engineer,8,Mid-Level,190000
27,Female,Bachelors,Product Manager,4,Intermediate,150000
31,Male,Bachelors,Data Analyst,9,Mid-Level,195000
28,Female,Bachelors,Software Engineer,5,Intermediate,160000
33,Male,Masters,Product Manager,11,Senior,198000
26,Female,Bachelors,Data Analyst,3,Intermediate,130000
30,Male,PhD,Data Scientist,7,Mid-Level,185000
27,Female,Bachelors,Software Engineer,4,Intermediate,140000
34,Male,Masters,Product Manager,12,Senior,196000
25,Female,Bachelors,Data Analyst,2,Intermediate,110000
32,Male,Bachelors,Software Engineer,8,Mid-Level,190000
29,Female,Masters,Data Scientist,6,Mid-Level,180000
30,Male,Bachelors,Data Analyst,5,Intermediate,160000
33,Female,Masters,Product Manager,11,Senior,198000
24,Male,Bachelors,Data Analyst,1,Fresher,90000
31,Female,PhD,Data Scientist,9,Mid-Level,195000
28,Male,Bachelors,Software Engineer,5,Intermediate,160000
27,Female,Bachelors,Product Manager,4,Intermediate,150000
26,Male,Bachelors,Data Analyst,3,Intermediate,130000
29,Female,Masters,Data Scientist,6,Mid-Level,180000
32,Male,Bachelors,Software Engineer,8,Mid-Level,190000
33,Female,Masters,Product Manager,11,Senior,198000
25,Male,Bachelors,Data Analyst,2,Intermediate,110000
30,Female,PhD,Data Scientist,7,Mid-Level,185000
27,Male,Bachelors,Software Engineer,4,Intermediate,140000
34,Female,Masters,Product Manager,12,Senior,196000
31,Male,Bachelors,Data Analyst,9,Mid-Level,195000
28,Female,Bachelors,Software Engineer,5,Intermediate,160000
26,Male,Bachelors,Data Analyst,3,Intermediate,130000
29,Female,Masters,Data Scientist,6,Mid-Level,180000
32,Male,Bachelors,Software Engineer,8,Mid-Level,190000
33,Female,Masters,Product Manager,11,Senior,198000
24,Male,Bachelors,Data Analyst,1,Fresher,90000
27,Male,Bachelors,Software Engineer,4,Intermediate,140000
25,Female,Bachelors,Data Analyst,2,Intermediate,110000
30,Female,PhD,Data Scientist,7,Mid-Level,185000
31,Male,Bachelors,Data Analyst,9,Mid-Level,195000
28,Female,Bachelors,Software Engineer,5,Intermediate,160000
26,Male,Bachelors,Data Analyst,3,Intermediate,130000
29,Female,Masters,Data Scientist,6,Mid-Level,180000
32,Male,Bachelors,Software Engineer,8,Mid-Level,190000
33,Female,Masters,Product Manager,11,Senior,198000
24,Male,Bachelors,Data Analyst,1,Fresher,90000
27,Male,Bachelors,Software Engineer,4,Intermediate,140000
25,Female,Bachelors,Data Analyst,2,Intermediate,110000
30,Female,PhD,Data Scientist,7,Mid-Level,185000
31,Male,Bachelors,Data Analyst,9,Mid-Level,195000
28,Female,Bachelors,Software Engineer,5,Intermediate,160000
26,Male,Bachelors,Data Analyst,3,Intermediate,130000
29,Female,Masters,Data Scientist,6,Mid-Level,180000
32,Male,Bachelors,Software Engineer,8,Mid-Level,190000
33,Female,Masters,Product Manager,11,Senior,198000
24,Male,Bachelors,Data Analyst,1,Fresher,90000
27,Male,Bachelors,Software Engineer,4,Intermediate,140000
25,Female,Bachelors,Data Analyst,2,Intermediate,110000
30,Female,PhD,Data Scientist,7,Mid-Level,185000
31,Male,Bachelors,Data Analyst,9,Mid-Level,195000
28,Female,Bachelors,Software Engineer,5,Intermediate,160000
26,Male,Bachelors,Data Analyst,3,Intermediate,130000
29,Female,Masters,Data Scientist,6,Mid-Level,180000
32,Male,Bachelors,Software Engineer,8,Mid-Level,190000
33,Female,Masters,Product Manager,11,Senior,198000
24,Male,Bachelors,Data Analyst,1,Fresher,90000
27,Male,Bachelors,Software Engineer,4,Intermediate,140000
25,Female,Bachelors,Data Analyst,2,Intermediate,110000
30,Female,PhD,Data Scientist,7,Mid-Level,185000
31,Male,Bachelors,Data Analyst,9,Mid-Level,195000
28,Female,Bachelors,Software Engineer,5,Intermediate,160000
26,Male,Bachelors,Data Analyst,3,Intermediate,130000
29,Female,Masters,Data Scientist,6,Mid-Level,180000
32,Male,Bachelors,Software Engineer,8,Mid-Level,190000
33,Female,Masters,Product Manager,11,Senior,198000
24,Male,Bachelors,Data Analyst,1,Fresher,90000
27,Male,Bachelors,Software Engineer,4,Intermediate,140000
25,Female,Bachelors,Data Analyst,2,Intermediate,110000
30,Female,PhD,Data Scientist,7,Mid-Level,185000
31,Male,Bachelors,Data Analyst,9,Mid-Level,195000
28,Female,Bachelors,Software Engineer,5,Intermediate,160000
26,Male,Bachelors,Data Analyst,3,Intermediate,130000
29,Female,Masters,Data Scientist,6,Mid-Level,180000
32,Male,Bachelors,Software Engineer,8,Mid-Level,190000
33,Female,Masters,Product Manager,11,Senior,198000
24,Male,Bachelors,Data Analyst,1,Fresher,90000
27,Male,Bachelors,Software Engineer,4,Intermediate,140000
25,Female,Bachelors,Data Analyst,2,Intermediate,110000
30,Female,PhD,Data Scientist,7,Mid-Level,185000
31,Male,Bachelors,Data Analyst,9,Mid-Level,195000
28,Female,Bachelors,Software Engineer,5,Intermediate,160000
26,Male,Bachelors,Data Analyst,3,Intermediate,130000
